,p0q0
564,0.24100721623499047
565,0.1948976244130865
566,0.23662693829207118
567,0.2172466104242814
568,0.2070737539775875
569,0.20560639623828594
570,0.2030396788629578
571,0.2091584568263031
572,0.23995246819576146
573,0.20882632077961907
574,0.24361293406390758
575,0.22045555851909765
576,0.21726235998691115
577,0.2048363434191696
578,0.15908445714962152
579,0.20576447904960396
580,0.18957974938166655
581,0.19336359859461577
582,0.21104581830458838
583,0.20633857143069043
584,0.1952268332040692
585,0.1972460581239283
586,0.20722609924410978
587,0.2092908660730875
588,0.28759569745686486
589,0.2897354461578189
590,0.2768780659680195
591,0.1964180392565735
592,0.30233164947242686
593,0.25561803776077685
594,0.24913656968067138
595,0.2616866784912085
596,0.24418016404365087
597,0.2481296475767806
598,0.27804844066946255
599,0.2469727150046126
600,0.2840353326488978
601,0.2601325858328325
602,0.27730270997613904
603,0.2486094807976971
604,0.1890023611530959
605,0.25534356431187827
606,0.2100066908728977
607,0.21674850533977966
608,0.26611854879755414
609,0.25748005595908463
610,0.23423116959570667
611,0.2301717091203024
612,0.25438537889515067
613,0.2324831195563084
614,0.27408661306913534
615,0.33454400389304484
616,0.28540360683595434
617,0.20200245916301665
618,0.31928650528841346
619,0.2720989212619322
620,0.2732548896702263
621,0.2528534458588692
622,0.23772997696593473
623,0.2504208412514703
624,0.31950953128039367
625,0.24159515777720497
626,0.3159499486867697
627,0.2562750526996017
628,0.2962867611208844
629,0.24739610582392943
630,0.18027693765961894
631,0.24084423830316798
632,0.20379344040828465
633,0.21986988875424113
634,0.27170324431691273
635,0.24149626869921514
636,0.2411644104562708
637,0.2566730051545838
638,0.26145118720784977
639,0.23441504304228133
640,0.2690013443545709
641,0.23558583661633148
642,0.2621989552336005
643,0.15608447637453823
644,0.24323343589673033
645,0.2045093809666529
646,0.21271892457694244
647,0.20616214111020878
648,0.1918707595868002
649,0.21298176247790604
650,0.2493012366323575
651,0.2081526078047882
652,0.2549447290856021
653,0.21244017772868962
654,0.23442547512790557
655,0.20336539146647983
656,0.16927933901062062
657,0.21627067418429224
658,0.17173665213547193
659,0.1747926231902369
660,0.22571958978607873
661,0.1998196391964375
662,0.2228422496456124
663,0.16120137341214383
664,0.21960978153952584
665,0.21919849117247978
666,0.1980718929742511
667,0.19971617836955236
668,0.2035470940267114
669,0.1802021198411912
670,0.21697767148704686
671,0.18335057006720645
672,0.19461809636434704
673,0.18568953155763251
674,0.18561126943062492
675,0.20631229731074444
676,0.20828579015139323
677,0.20671084083251937
678,0.22259705567552787
679,0.1906220100899106
680,0.206721493101815
681,0.18534001991962132
682,0.13667655420226688
683,0.18837771366917885
684,0.17758399559217367
685,0.15978380544423762
686,0.19405789962957748
687,0.18466227930406268
688,0.19281736585739315
689,0.1329776813097271
690,0.19091767312292512
691,0.2015830267296704
692,0.14164439976383092
693,0.1580325398699362
694,0.15046714319967702
695,0.15033101822402622
696,0.16315714754308602
697,0.14043203737805923
698,0.15498065003085637
699,0.14066023627950008
700,0.14711133152212877
701,0.15636484670239753
702,0.15949199108461126
703,0.14754919413848633
704,0.18779636132410027
705,0.1500816272894328
706,0.1616518934496163
707,0.14343704540601637
708,0.13149545692015813
709,0.1499660423832681
710,0.12076482250366626
711,0.14196215117992553
712,0.14856895261875214
713,0.1281847744947026
714,0.13992290567946203
715,0.12155009636628089
716,0.14921676283956578
717,0.1664542062994549
718,0.10636604467213605
719,0.12912773661880478
720,0.10773685016354605
721,0.1142151046924412
722,0.13124396552639822
723,0.10127098852259513
724,0.11704950469682339
725,0.10756960174927538
726,0.10934702552244319
727,0.12325852184994152
728,0.11124099330379997
729,0.11207945302095007
730,0.15184022202229844
731,0.11248607677723609
732,0.1349387951505758
733,0.1102818056138674
734,0.10997194020638408
735,0.1155753167293365
736,0.09661560090636391
737,0.10962220276330935
738,0.11446734030160399
739,0.09512267235377364
740,0.11149818338290972
741,0.09632644124912754
742,0.1164261182014128
743,0.11602564408123545
744,0.07253236884780341
745,0.08529496323439764
746,0.0788188176204384
747,0.07226555951965626
748,0.08980927976179712
749,0.06968092446920547
750,0.07907187855740785
751,0.07369981957035145
752,0.07889252487128348
753,0.07852202072681441
754,0.07273875974046144
755,0.07522154277747879
756,0.07404132033438578
757,0.07467990890782623
758,0.07622013362549952
759,0.07651163405987844
760,0.07174961517815112
761,0.07642751790572128
762,0.07705456119148481
763,0.08052990460286773
764,0.07488600179386615
765,0.07392015307266013
766,0.07469653086830916
767,0.09257481532215002
768,0.07536181116438313
769,0.09778492054838459
770,0.25249055938177956
771,0.2982268300258175
772,0.26448606262101465
773,0.23092392091741004
774,0.3147031787952716
775,0.2892768701959359
776,0.2798307308386622
777,0.2806435685610033
778,0.23128068579794603
779,0.23394284209001504
780,0.29398528038441546
781,0.2262551115960702
782,0.30075761488833747
783,0.2406898119649507
784,0.2779992588268696
785,0.231125682906241
786,0.211849026540313
787,0.22920452592312732
788,0.24826897999456812
789,0.2581149495264468
790,0.24660169131303683
791,0.2201668018307356
792,0.26736787716706345
793,0.22633184319262134
794,0.24252693507636525
795,0.22781918022397313
796,0.0880711099312018
797,0.1130303374833838
798,0.0901924012603258
799,0.0875116417344517
800,0.10269634123218391
801,0.06707044822581897
802,0.08549891333977777
803,0.0681824833963528
804,0.08108749733344743
805,0.07658307339752414
806,0.09281547270305585
807,0.09274787004301784
808,0.11202013455500041
809,0.08371053258846667
810,0.09891135997269614
811,0.07284930501757063
812,0.08465687689346109
813,0.07923107693845627
814,0.054443730031643475
815,0.07995511486314989
816,0.07972480476878174
817,0.058717026218510875
818,0.09977774088399302
819,0.0738806890196332
820,0.08372676550576923
821,0.08744957312877154
822,0.10199545765090103
823,0.12032680379971941
824,0.10119938630155532
825,0.10114581759375467
826,0.11835567199369242
827,0.08687078824977885
828,0.10375267921893803
829,0.09465479026796234
830,0.10310051981130117
831,0.10909610495128737
832,0.10185357442886678
833,0.10074362478118266
834,0.12641440471755302
835,0.10099298946752101
836,0.10569454186500213
837,0.10016054602438151
838,0.10194274003795227
839,0.10110678426720734
840,0.08761815516859342
841,0.09895157744555659
842,0.1010119498798521
843,0.09281081647215574
844,0.09934509060624933
845,0.09470361634208675
846,0.10869722505375087
847,0.09830988073782837
848,0.07577382527173718
849,0.06672770415501243
850,0.07225765121962104
851,0.07069876236465919
852,0.07252352983192037
853,0.07720749584591549
854,0.07958703922097003
855,0.08651995356688719
856,0.06823023803027652
857,0.1098480832842004
858,0.06815611916671115
859,0.07252962224519907
860,0.08340745649964905
861,0.0738767940033111
862,0.07077604109070942
863,0.08051302371389202
864,0.07008533487794483
865,0.06479964246235535
866,0.07884852477219398
867,0.06507889092744906
868,0.06271648144267712
869,0.04525105591303742
870,0.06378587507931664
871,0.07288902497700947
872,0.05596857348562626
873,0.11303935055913782
874,0.10475837705538144
875,0.11444258367458178
876,0.10632578342100864
877,0.11053963890578036
878,0.09212738205474222
879,0.1190442199131228
880,0.11495099386691109
881,0.10026218202993711
882,0.1473269231040069
883,0.11735461869946782
884,0.09403879975033438
885,0.1262019598071332
886,0.1084612851361678
887,0.11333391776710154
888,0.12448771572659564
889,0.09653132966187504
890,0.10115314571553966
891,0.10692108888471184
892,0.09756139735568296
893,0.06558277214150843
894,0.06318446498019084
895,0.08531492190885642
896,0.10913867509322342
897,0.08332220440888917
898,0.1412468616769227
899,0.14053627549099426
900,0.1388680553029469
901,0.13677440825059003
902,0.1461545207277274
903,0.13323156340634984
904,0.17546735611488284
905,0.148267694902257
906,0.15168325108589786
907,0.21154325448730402
908,0.16108755750392087
909,0.1395877794101262
910,0.173104803914355
911,0.15937487854793522
912,0.1623121951582507
913,0.17660119977876854
914,0.1361458816210752
915,0.16273340463538857
916,0.1948111637823228
917,0.13115230459645938
918,0.09571493931856974
919,0.1078516721731157
920,0.1392389954997647
921,0.1415056801059764
922,0.12647793191864015
923,0.0484372856649843
924,0.045449576065726215
925,0.04632073632974785
926,0.04782430437676017
927,0.046328739059480366
928,0.04695063683106677
929,0.04540109797634687
930,0.04465301499666177
931,0.04825956194888972
932,0.0525291843186179
933,0.04819634211361893
934,0.04785751368859983
935,0.05049850788342299
936,0.047653705936356705
937,0.05158077289214996
938,0.04707927729620328
939,0.04503049305987344
940,0.041951479945568734
941,0.046326706136962194
942,0.044424568451985974
943,0.048087540743727425
944,0.0454446190674453
945,0.04503049305987344
946,0.046263199648759315
947,0.037422370935391074
948,0.0307381099549438
949,0.029482480034626658
950,0.028774091645826717
951,0.02885284474055392
952,0.026515105538276112
953,0.0304218124247043
954,0.029209439110017093
955,0.027998979808467717
956,0.030862616487665855
957,0.03716071102599677
958,0.03397505684484746
959,0.03459052167816321
960,0.029467356921963526
961,0.03582094911753892
962,0.03305754447014375
963,0.02758353104278704
964,0.027356586248271426
965,0.020825926223792587
966,0.022989117011905036
967,0.025382254311276525
968,0.026162739652090868
969,0.026193676857746685
970,0.019825353225483656
971,0.025382254311276525
972,0.026193676857746685
973,0.019329530572349037
974,0.02266579383212939
975,0.022945221410209878
976,0.02645030541671228
977,0.025878076964411145
978,0.02555172587771882
979,0.025522328627897547
980,0.0250564526186572
981,0.023356611105347078
982,0.023356611105347078
983,0.01962760658299095
984,0.11861018987747901
985,0.11208074614374391
986,0.11532654464577982
987,0.10940607224018267
988,0.12054227937879382
989,0.10375941158961843
990,0.1441400219452246
991,0.120038286616567
992,0.11799447496918364
993,0.17165978219181594
994,0.1320835534578892
995,0.10468973021913713
996,0.1304463362971168
997,0.11906496504358537
998,0.1219929133145254
999,0.13838634882583836
1000,0.1105866046152551
1001,0.11772111697985019
1002,0.13641814016438714
1003,0.10243691147601698
1004,0.08724069482373666
1005,0.0941465472601713
1006,0.10860099075321367
1007,0.11273211726404743
1008,0.10600863932910898
1009,0.17886006426071638
1010,0.1705787874849106
1011,0.17400224457699964
1012,0.16204952273475007
1013,0.18429437256338488
1014,0.16277181170647456
1015,0.18272308713857496
1016,0.1935948242612898
1017,0.18329418277906553
1018,0.21774908252749112
1019,0.179707706502948
1020,0.15103936827078696
1021,0.2109054189770372
1022,0.23457892765603192
1023,0.19459054382859917
1024,0.15913731792462474
1025,0.1772570565964336
1026,0.18401904926483462
1027,0.2429812324472299
1028,0.17097849492736086
1029,0.1600056959379804
1030,0.1573745576243511
1031,0.18964406471952236
1032,0.18577224792008837
1033,0.16205004533783476
1034,0.016267667583087606
1035,0.01656577292160727
1036,0.01656577292160727
1037,0.012777578188082993
1038,0.015086509593060916
1039,0.01656577292160727
1040,0.016020857303826314
1041,0.01645160740736546
1042,0.01656577292160727
1043,0.020269460120694475
1044,0.020547877958925424
1045,0.015086509593060916
1046,0.016491678295887092
1047,0.015180660894512216
1048,0.016491678295887092
1049,0.01656577292160727
1050,0.01883453592008754
1051,0.015086509593060916
1052,0.10126590976973532
1053,0.10445514177453362
1054,0.08876203473900483
1055,0.10026245421844013
1056,0.0970157505653458
1057,0.0836071611942435
1058,0.08949831602498193
1059,0.09768384150774558
1060,0.0795078229643573
1061,0.09629685410296268
1062,0.09778448751015256
1063,0.09585977204704861
1064,0.08514226870535843
1065,0.09489674466768866
1066,0.09183885887234379
1067,0.08072975514557511
1068,0.09928419268459254
1069,0.1604193694358218
1070,0.09441541137112462
1071,0.15833723851689635
1072,0.09174217841425958
1073,0.08627106322644577
1074,0.0942615696525102
1075,0.09232473535603562
1076,0.08919248796478872
1077,0.09671778116808868
1078,0.09314968357143648
1079,0.12332316765558005
1080,0.15050915540555654
1081,0.15022887442257196
1082,0.14127684991169254
1083,0.14121303178882896
1084,0.12207898801953837
1085,0.11795368604745318
1086,0.11452593316168831
1087,0.12769176691409426
1088,0.10943592168405057
1089,0.13434355020075028
1090,0.1507012779356579
1091,0.13484599791829693
1092,0.12486247995346726
1093,0.12801699457023108
1094,0.1283328827787165
1095,0.11261246484651105
1096,0.1433005820368281
1097,0.20023606288247298
1098,0.1290086345892135
1099,0.20671302879665968
1100,0.11296308892242866
1101,0.11912625733363941
1102,0.13002310990543622
1103,0.13282056818667493
1104,0.11048234968673813
1105,0.1312674423103565
1106,0.14640099065719175
1107,0.15729384416449443
1108,0.23243945092151186
1109,0.21723183144452712
1110,0.20388519882553702
1111,0.20800650232471363
1112,0.20001062383134033
1113,0.20291288133295274
1114,0.18800809195688822
1115,0.22460985894473534
1116,0.15427129172420448
1117,0.2233856427461683
1118,0.2074522846676482
1119,0.2018269219659055
1120,0.20170629275828889
1121,0.22832953428066707
1122,0.2187001709909372
1123,0.20135537625842795
1124,0.18756984852033798
1125,0.2852733832944155
1126,0.2064282338422325
1127,0.25439078738648657
1128,0.14860763512753622
1129,0.19193284853702386
1130,0.22246209719326512
1131,0.18162312255017263
1132,0.14164487733542735
1133,0.20574095513267812
1134,0.22796775257181065
1135,0.22663186869047997
1136,0.06662485846217492
1137,0.06467446571078861
1138,0.05914648417554568
1139,0.06199088809545842
1140,0.06070449461622968
1141,0.06379829481105262
1142,0.05573878365428581
1143,0.06159621205052424
1144,0.052876973709803946
1145,0.06547243297979659
1146,0.061627781064992955
1147,0.05812260530001634
1148,0.058578645575847264
1149,0.06936281198186264
1150,0.0604861001974062
1151,0.05801180639836242
1152,0.06198595610764533
1153,0.15557531757678414
1154,0.06550154389727181
1155,0.11821481037382653
1156,0.0565299885721978
1157,0.04722696583055826
1158,0.06768522706852183
1159,0.05775902516808691
1160,0.05043734648718469
1161,0.05477196697179087
1162,0.1124532899082911
1163,0.06545791442130985
1164,0.049408631393002216
1165,0.046360597681751374
1166,0.03904861135021845
1167,0.046802880238566845
1168,0.03849628898162915
1169,0.04170990859962577
1170,0.03893100411611252
1171,0.044719914814648716
1172,0.033269722399452084
1173,0.046943409063941746
1174,0.04966213794072554
1175,0.0453520986540081
1176,0.04797793860338929
1177,0.051092170707018686
1178,0.04121063224994625
1179,0.040250262036367425
1180,0.04064615084400425
1181,0.12140031320655789
1182,0.046339962300499485
1183,0.09738633294477687
1184,0.04664946461950887
1185,0.03742892453097454
1186,0.044470811145793106
1187,0.04785753247401154
1188,0.04145391406239728
1189,0.04254679154893782
1190,0.04950737381681832
1191,0.03625295515655309
1192,0.03875529256422334
1193,0.03707389701957078
1194,0.0374488956469225
1195,0.038145472342928255
1196,0.036513135935475206
1197,0.03791021149904064
1198,0.03942482682649816
1199,0.03868787489735535
1200,0.03359515235855421
1201,0.039111827628797814
1202,0.04016829158561945
1203,0.039525782913926236
1204,0.040543279791740515
1205,0.043654925864826354
1206,0.035453607411352256
1207,0.03208847267273374
1208,0.04017474785379422
1209,0.10206204625092177
1210,0.0393607251880811
1211,0.07071749738812273
1212,0.040937759095873744
1213,0.03093604483147744
1214,0.038845700449222156
1215,0.04091267949650815
1216,0.03912988793648298
1217,0.034055541286818
1218,0.041897897146797876
1219,0.03466769090802085
1220,0.17940660384341273
1221,0.17849558556283418
1222,0.16052972223193754
1223,0.16167410936937737
1224,0.15326523848319515
1225,0.1489756295122554
1226,0.14536944180431843
1227,0.16522260347416542
1228,0.13509477611932505
1229,0.16605073880634508
1230,0.16850039112755305
1231,0.15343143262670586
1232,0.15006739755870255
1233,0.16365707011670594
1234,0.16658401449485202
1235,0.14441786024416
1236,0.14486356192357472
1237,0.2520347628331274
1238,0.15697304975545148
1239,0.21629481078879884
1240,0.13116130874878143
1241,0.143226389215663
1242,0.16559211591085704
1243,0.1451372222190064
1244,0.12119739742390073
1245,0.1440963081691933
1246,0.180281817246816
1247,0.18768552664778101
1248,0.25125289289406844
1249,0.2620858689870831
1250,0.23368049957610237
